apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
6qb02rr,Juncture,910 Deerfield Crossing Dr,Alpharetta,GA,30004,844-206-2793,49,12,4.1,34.10781,-84.25371,"'Live in one of Deerfield’s most desirable neighborhoods in an equally sought after community. Juncture, mere minutes from Alpharetta City Center and the attractions of Avalon, is where modern living meets the chic aesthetic. If you are looking for a one or two-bedroom home where you can find high-end finishes and community amenities, look no further than Juncture. Featuring granite and quartz countertops, stainless steel appliances, hand-scraped hardwood flooring, and sweeping high ceilings complete with crown molding, our apartments are fully equipped with everything you need to live a life of luxury. We also offer high-end community amenities that combine form and function, like our state-of-the-art wellness center, expansive pool, and elaborate entertainment lounge. At Juncture, we aren’t interested in creating spaces that are sufficient, we aim to exceed the standards of luxury in every aspect of our homes and community.'"
d6w9zrh,Point On Scott,2532 N Decatur Rd,Decatur,GA,30033,844-508-1407,43,5,4.8,33.79357,-84.28936,"""Where suburban neighborhood charm meets urban convenience; welcome to Point On Scott located in central Decatur. Pairing the bustling Decatur energy with the upscale atmosphere of mid-rise living, Point on Scott brings you an experience like no other. Featuring a perfectly designed resident club space with state-of-the-art fitness center and fully equipped Crossfit room, steam room and sauna, private resident courtyards with fire pits, swimming pool with tanning ledge, outdoor hammock lounge and full sized golf simulator. Our apartments are built to the highest standard with sleek white subway tile and white Carrera quartz in the kitchen and bathrooms. With ceiling fans in each bedroom, ten-foot ceilings, rain shower heads, Jacuzzi tubs and Energy Star appliances, no detail was overlooked. Experience Decatur's premier living destination. Experience Point on Scott, a Northwood Ravin signature community."""
4sq3tqj,Alexander at the District,1750 Commerce Dr NW,Atlanta,GA,30318,404-920-4078,29,8,4.9,33.80193,-84.41033,"'Alexander at the District has set the new standard for luxury living in West Midtown Atlanta, GA. Each of our spectacular one and two bedroom Westside Atlanta apartments features stainless steel appliances in a contemporary kitchen, and beautiful Midtown West Atlanta skyline views right from your luxury home. Residents of our Westside community enjoy spacious homes with custom lighting, 10-foot ceilings with crown molding, and a full-size washer and dryer.'"
mswctsl,Canyon Springs Apartments,1200 Towne Centre Village Dr,Mcdonough,GA,30253,386-467-6491,29,nan,nan,33.4614,-84.22065,"'Located minutes away from top-rated Henry County schools and popular shopping, dining, and entertainment spots, our Cortland community offers a world of opportunity in McDonough, GA. Upscale features like granite countertops and stainless steel appliances will make you proud to call any of our brand new one, two, and three-bedroom apartments home.Convenience to major employers like Piedmont Henry Hospital and Hartsfield-Jackson Airport makes your everyday commute a breeze. And when you’re considering your weekend (or weeknight) plans, you have plenty of options nearby. Treat yourself to some retail therapy (and score a great deal) at Tanger Outlets, take the kids out for a fun afternoon at Sky Zone Trampoline Park, or get tickets to watch a NASCAR race at Atlanta Motor Speedway.'"
k06veq9,WestHaven At Vinings,5900 Suffex Green Ln,Atlanta,GA,30339,877-907-9166,40,40,5.0,33.85465,-84.47748,"""We understand that you value a well-defined balance between residential privacy and community recreation. That's why we've designed all of our home interiors to have a wide variety of architectural features and custom accents. The grounds and amenities that WestHaven at Vinings has to offer encompass the area's natural beauty and state-of-the-art facilities. With 14 different floor plans to choose from, the team at WestHaven at Vinings will help you find the floor plan that best suits your needs. Our 1, 2 and 3 bedroom apartments range in size from 522 sf to 1,343 sf. Click through the thumbnails below to view our different floor plan options. Setting the Scene for a Life Well Lived. WestHaven at Vinings is redefining Suburban living with a dash of metropolitan flair."""
fq047fv,Attiva Peachtree 55+ Active Living,5251 Peachtree Blvd,Chamblee,GA,30341,404-682-6668,135,1,5.0,33.89183,-84.3082,"'Located in the dynamic neighborhood of Chamblee and just minutes from Buckhead and Northeast Atlanta, our 55 and older apartments provide all the social perks of a private club membership – at your doorstep. Whether you’re taking a salsa lesson and taking in the skyline views on our rooftop terrace, tasting new wines and catching up with neighbors during a sommelier-hosted happy hour, or enjoying some you-time by our heated saltwater pool, you’ve got countless options for both quality time and quality fun. Designer features like granite countertops, stainless steel appliances, expansive kitchen islands, and large walk-in closets will make you proud to come home – or just be home. And when you’re heading out on the town, our community is just a short walk or drive away from all the popular spots in Atlanta. Walk over to Whole Foods to grab a bite or to Octane to grab coffee with friends, treat yourself to some retail therapy at Phipps Plaza and surrounding upscale boutiques, or make dinner reservations at one of Buckhead’s award-winning restaurants. Leasing office now open! Schedule your appointment to tour today!'"
8v233n3,Bridgewater,1500 Ridge Brook Tr.,Duluth,GA,30096,844-695-8434,20,8,4,33.94855,-84.15602,"""Ideally situated on 64 lush acres, Bridgewater offers a unique combination of rural beauty and urban convenience. Frequent resident socials and luxurious amenities that contribute to our neighborhood like atmosphere. Relax by one of the swimming pools, unwind in the newly renovated clubhouse, get your heart pumping in the fitness club, or take in natures beauty as you stroll along the park like setting. Choose from a variety of spacious 1, 2 and 3 bedroom garden apartment home. Enjoy the comforts of your pet friendly apartment home including over-sized bathrooms with garden tubs, crown molding, and a wood-burning fireplace. Experience peace of mind knowing that our responsive management and maintenance teams are committed to meeting your needs. Don't wait any longer to begin enjoying the comfort, community, and convenience you deserve. Make Bridgewater Apartment Homes your new home today!"""
whx2g1k,Cortland Peachtree Corners,510 Guthridge Ct,Peachtree Corners,GA,30092,844-584-3246,26,24,4.1,33.95617,-84.21907,"'Cortland Peachtree Corners is an exciting 295-unit modern apartment development. Our community features high-end amenities that include a pool, boat dock, hiking/biking trail, cyber cafe and fitness facilities. Our clubhouse is now open so stop in for a tour!'"
bbn2n78,Cortland at the Hill,1160 Johnson Ferry Rd NE,Sandy Springs,GA,30342,844-323-2112,34,17,4.6,33.90555,-84.34859,"""Welcome to Cortland at the Hill, a community of luxury apartment homes at the very center of Atlanta's healthcare hub. Ideally located within walking distance of three major hospitals, Northside, Emory St. Joseph's and Children's Healthcare of Atlanta, MARTA, hiking and biking trails, Cortland at the Hill promises a walk-to-work, walk-to-lunch, walk-to-chill lifestyle unlike anywhere else. Beautifully appointed one- and two-bedroom homes surrounding restaurants, coffee shops, and offices, Cortland at the Hill transforms living near work into a lifestyle you love."""
1dcxgw6,The Residences at Vinings Mountain,100 Pinhurst Dr,Atlanta,GA,30339,678-981-6169,11,12,4.0,33.87179,-84.46532,"""A unique experience nestled in an amazing location in Atlanta, The Residences at Vinings Mountain offers three different communities within one, meaning residents enjoy amenities of three communities in the same area! Find the perfect apartment home by choosing between renovated apartments, lake and city views, classic interiors, and thoughtful features in one, two, and three bedroom spacious apartments. Live in comfort with walk-in closets, a large private patio or balcony with extra storage, and washer and dryer included. Located just 10 minutes from the major centers of Atlanta, entertainment, and shopping is easily accessible allowing home and lifestyle to meet. Take advantage of the several amenities on-site such as the theater room, three swimming pools, golf simulator, and fitness center with attached yoga room. Whatever your lifestyle, The Residences at Vinings Mountain has you covered! Please call for an appointment today. *Don't forget to ask about our Preferred Employer Program!"""
