apt_id,amenity_name,amenity_description
ctx07ze,Lease Length,"['12, 13, 14, 15']"
ctx07ze,Services,['Maintenance on site']
ctx07ze,Interior,"['Business Center', 'Clubhouse']"
ctx07ze,Outdoor Space,"['Gated', 'Balcony']"
ctx07ze,Fitness & Recreation,['Fitness Center']
ctx07ze,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup']"
ctx07ze,Living Space,['Hardwood Floors']
ypq4vxs,Unique Features,"['24-Hour Emergency Maintenance', '9-Foot Ceilings', 'BRAND NEW 1, 2 and 3 Bedroom Apartment Homes', 'Brushed Nickel Finishes', 'Community Rewards Program', 'Covered Yoga Area', 'Designer Cabinetry', 'Energy Efficient Appliances', 'On-Site Professional Maintenance', 'On-Site Professional Management', 'Open Concept Floor Plans', 'Pet-Friendly Community', 'Privacy Blinds', 'Resident Social Events', 'Rooftop Retreat', 'Short-Term Leases Available', 'Starbucks Coffee Bar', 'Walking Distance to Publix Supermarket']"
ypq4vxs,Pet Policy,"['Pets Negotiable', 'Dogs Allowed', 'Comments: Ardmore at Rice Hope is a pet-friendly community. Up to 2 pets per home, $350 non-refundable fee for the first pet and an additional $100 for the second. Monthly pet rent is $15 per pet. Breed restrictions apply. Contact the office for more details. 2 Pet Limit', 'Cats Allowed', '2 Pet Limit']"
ypq4vxs,Parking,['Other']
ypq4vxs,Property Information,"['Built in 2020', '300 Units/3 Stories']"
ypq4vxs,Lease Length,['12']
ypq4vxs,Services,"['Package Service', 'Community-Wide WiFi', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Trash Pickup - Door to Door', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Pet Play Area', 'Car Wash Area']"
ypq4vxs,Interior,"['Business Center', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Storage Space']"
ypq4vxs,Outdoor Space,"['Courtyard', 'Grill', 'Picnic Area', 'Balcony', 'Patio', 'Deck']"
ypq4vxs,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
ypq4vxs,Features,"['Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Cable Ready', 'Trash Compactor', 'Storage Units', 'Tub/Shower', 'Framed Mirrors', 'Wheelchair Accessible (Rooms)']"
ypq4vxs,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator']"
ypq4vxs,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Crown Molding', 'Views', 'Walk-In Closets', 'Window Coverings', 'Large Bedrooms']"
ypq4vxs,Security,"['Controlled Access', 'Property Manager on Site', 'Concierge']"
ymf5lbr,Unique Features,"['2” Faux Wooden Blinds', '2nd Floor', '3rd Floor', '4th Floor', 'ADA Accessible', 'ADA Accessible Homes Available', 'BBQ/Picnic Area', 'Bike Repair & Storage Room', 'Bike Repair Room', 'Bocce Ball', 'Cabanas', 'Ceiling Fan', 'Cinema Theater', 'Close To Amenities', 'Corner Apartment', 'Cornhole', 'Courtyard', 'Courtyard View', 'Cyber Cafe', 'Direct Access to Courtyard', 'Disposal', 'Efficient Appliances', 'Electronic Thermostat', 'Extra Storage', 'First Level', 'Framed Vanity Mirrors', 'Gourmet Coffee & Hot Tea Bar', 'Handrails', 'Large Closets', 'Large Pet Friendly', 'Lofty Nine Foot Ceilings', 'Luxer One™ Package System', 'Media Room', 'Modern Track & Pendant Lighting', 'Off Street Parking', 'Online Maintenance Requests', 'Online Rent Payment', 'Parking Garage', 'Parking Garage Access 1', 'Parking Garage Access 2', 'Power Saving Digital Program Thermostats', 'Rent', 'Shuffleboard', 'Sleek Modern Cabinetry', 'Smoke-Free Apartments', 'Soaking Tub*', 'Terrace Level 1', 'Terrace Level 2', 'Top Floor', 'Upscale Wood Finish Flooring Throughout*', 'View', 'Walk-In Showers W/Rain Shower Heads*', 'Wheelchair Access', 'Wood View', 'Woods View', 'Yoga Area W/Ballet Barre & Spin Room', 'Zen Room with Yoga, Pilates, and Barre']"
ymf5lbr,Pet Policy,"['Dogs Allowed', 'Comments: No Weight Limit 2 Pet Limit', 'Cats Allowed', '2 Pet Limit']"
ymf5lbr,Parking,"['Surface Lot, Covered and Garage']"
ymf5lbr,Property Information,"['Built in 2020', '269 Units/4 Stories']"
ymf5lbr,Lease Length,"['12, 13, 14']"
ymf5lbr,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Maintenance on site', '24 Hour Availability', 'On-Site Retail', 'Online Services', 'Pet Washing Station', 'Car Charging Station', 'Key Fob Entry']"
ymf5lbr,Interior,"['Elevator', 'Business Center', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Conference Room']"
ymf5lbr,Outdoor Space,"['Gated', 'Sundeck', 'Cabana', 'Courtyard', 'Grill', 'Picnic Area', 'Zen Garden', 'Balcony', 'Patio', 'Deck', 'Yard', 'Lawn', 'Grill']"
ymf5lbr,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Bike Storage', 'Putting Greens', 'Walking/Biking Trails', 'Gameroom', 'Media Center/Movie Theatre']"
ymf5lbr,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Units', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors', 'Wheelchair Accessible (Rooms)']"
ymf5lbr,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
ymf5lbr,Living Space,"['Carpet', 'Vinyl Flooring', 'Dining Room', 'Recreation Room', 'Built-In Bookshelves', 'Crown Molding', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings', 'Large Bedrooms']"
ymf5lbr,Security,"['Controlled Access', 'Property Manager on Site', 'Security System', 'Security System']"
hty7q63,Unique Features,"['BUILT-IN BOOKCASES/ DESKS/ ENTERTAINMENT CENTERS*', 'COMPLIMENTARY “GRAB-N-GO” BREAKFAST', 'SOCIAL LOUNGE', 'STANDUP SHOWERS*', 'TEN-FOOT AND TRAY CEILINGS', 'VINYL PLANK FLOORING*']"
hty7q63,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Cats and Dogs are welcome!! Up to 50 pounds. $20 Monthly Pet Rent', '$500 Fee', '75 lb Weight Limit', '2 Pet Limit']"
hty7q63,Parking,"['Surface Lot, Covered and Other']"
hty7q63,Property Information,"['Built in 2020', '298 Units/3 Stories']"
hty7q63,Lease Length,"['12, 13, 14, 15']"
hty7q63,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Day Care', 'Maintenance on site', 'Doorman', '24 Hour Availability', 'Trash Pickup - Door to Door', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Health Club Discount', 'Car Wash Area', 'Key Fob Entry']"
hty7q63,Interior,"['Business Center', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Storage Space', 'Conference Room']"
hty7q63,Outdoor Space,"['Gated', 'Courtyard', 'Grill']"
hty7q63,Fitness & Recreation,"['Fitness Center', 'Pool', 'Basketball Court']"
hty7q63,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Trash Compactor', 'Tub/Shower', 'Sprinkler System', 'Framed Mirrors']"
hty7q63,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer']"
hty7q63,Living Space,"['Carpet', 'Sunroom']"
hty7q63,Security,"['Property Manager on Site', 'Security System', 'Concierge', 'Security System']"
xh6gjyq,Unique Features,"['Back-lit mirrors', 'Built-in desk with shelving perfect from working from home', 'Coffee bar', 'Dual entrance bathrooms with pass through closets', 'Enjoy the ultra- high-speed from Google Fiber Internet', 'Expansive terraces*', 'Exquisite clubroom with hidden speakeasy', 'Floor to ceiling tiled showers', 'In-home wine bar*', 'Join the tight knit community of Reynoldstown steps from the BeltLine and Grant Park', ""Large moveable chef's island with pull up bar seating and storage"", 'Less than 1 mile from Krog Street Market', 'Matte black fixtures in bathroom', 'Oversized windows to maximize natural light', 'Quartz counters', 'Rooftop sky lounge', 'Serene yoga and spin studio on the second floor of the fitness studio', 'Studio, 1-, 2- and 3-bedroom apartment homes', 'Stunning light-filled homes with expansive windows and roller shades', 'Tech-rich homes with URB ports, keyless entry, smart thermostats, and TV wall mount', 'Tech-rich homes with USB ports, keyless entry, Nest smart thermostats, and TV wall mount', 'Unique bar repurposed from a shipping container', 'Work nooks', '""']"
xh6gjyq,Pet Policy,"['Dogs Allowed', 'Comments: Dog $15 Monthly Pet Rent', '$300 Fee', '100 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: Cat $15 Monthly Pet Rent', '$300 Fee', '100 lb Weight Limit', '2 Pet Limit']"
xh6gjyq,Property Information,"['Built in 2020', '320 Units/6 Stories']"
xh6gjyq,Lease Length,"['13 months, 14 months']"
xh6gjyq,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', '24 Hour Availability', 'Recycling', 'Renters Insurance Program', 'Planned Social Activities', 'Pet Care', 'Pet Play Area', 'Key Fob Entry']"
xh6gjyq,Interior,"['Clubhouse', 'Lounge']"
xh6gjyq,Outdoor Space,"['Roof Terrace', 'Sundeck', 'Courtyard', 'Grill', 'Balcony', 'Patio']"
xh6gjyq,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool']"
xh6gjyq,Features,"['Wi-Fi', 'Washer/Dryer - In Unit', 'Ceiling Fans']"
xh6gjyq,Kitchen,"['Dishwasher', 'Disposal', 'Stainless Steel Appliances', 'Island Kitchen', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator']"
xh6gjyq,Living Space,"['Carpet', 'Vinyl Flooring', 'Office', 'Built-In Bookshelves', 'Walk-In Closets', 'Window Coverings', 'Large Bedrooms']"
xh6gjyq,Security,['Controlled Access']
6602b5r,Unique Features,"['BUILT-IN BOOKCASES*', 'SOCIAL LOUNGE W/ GALLERY TV WALL', 'SPEAKEASY LOUNGE', 'STANDUP SHOWERS*', 'TILE BACKSPLASH W/ UNDER MOUNT LIGHTING']"
6602b5r,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Cats and Dogs are welcome!! Up to 75 pounds. 75 lb Weight Limit', '2 Pet Limit']"
6602b5r,Parking,['Covered']
6602b5r,Property Information,"['Built in 2020', '298 Units/3 Stories']"
6602b5r,Lease Length,"['7, 8, 9, 10, 11, 12, 13']"
6602b5r,Services,"['Day Care', 'Doorman', '24 Hour Availability', 'Health Club Discount']"
6602b5r,Interior,"['Elevator', 'Business Center', 'Clubhouse', 'Conference Room']"
6602b5r,Outdoor Space,['Gated']
6602b5r,Fitness & Recreation,"['Fitness Center', 'Basketball Court']"
6602b5r,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Tub/Shower']"
6602b5r,Kitchen,['Stainless Steel Appliances']
6602b5r,Security,"['Concierge', 'Security System']"
fnlrrzs,Unique Features,"['Electric Vehicle Charging Stations', 'Fiber Internet in Each Unit', 'Hardwood Style Flooring', 'Library (Rooms)', 'Walk-Out Ground Floor Units*', 'West Village Restaurants & Retail']"
fnlrrzs,Pet Policy,['Dogs and Cats Allowed']
fnlrrzs,Parking,['Garage']
fnlrrzs,Property Information,"['Built in 2020', '280 Units/6 Stories']"
fnlrrzs,Lease Length,"['10, 11, 12, 13, 14, 15, 16']"
fnlrrzs,Services,['Package Service']
fnlrrzs,Interior,"['Elevator', 'Clubhouse', 'Conference Room']"
fnlrrzs,Outdoor Space,"['Grill', 'Balcony']"
fnlrrzs,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Bike Storage', 'Gameroom']"
fnlrrzs,Features,"['Ceiling Fans', 'Storage Units']"
fnlrrzs,Kitchen,"['Stainless Steel Appliances', 'Kitchen']"
fnlrrzs,Living Space,['Walk-In Closets']
x6q2p0q,Unique Features,"['BBQ/Picnic Area', 'Bike Racks', 'Bocce Ball', 'Calcutta Quartz Countertops', 'Ceiling Fan', 'Coat Closets', 'Courtyard', 'Disposal', 'Dog Run', 'Efficient Appliances', 'Extra Storage', 'Garden Tubs', 'High Ceilings', 'Large Closets', 'Led Light Display', 'Nest Thermostat', 'Outstanding City Views', 'Recycling', 'Solar Shades', 'View', 'Walk In Showers', 'Wheelchair Access']"
x6q2p0q,Pet Policy,"['Dogs Allowed', '50 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '2 Pet Limit']"
x6q2p0q,Parking,"['Covered', 'Garage: $50', '1 space. Controlled Access Gate - First Come First Serve', 'Other: $100', '1 space; Assigned Parking. Controlled Access Gate - Reserved Parking']"
x6q2p0q,Property Information,"['Built in 2020', '282 Units/12 Stories']"
x6q2p0q,Lease Length,"['14, 15, 16, 17, 18']"
x6q2p0q,Services,"['Package Service', 'Maintenance on site', 'On-Site Retail', 'Trash Pickup - Door to Door', 'Recycling', 'Online Services', 'Pet Washing Station', 'Key Fob Entry']"
x6q2p0q,Interior,"['Elevator', 'Clubhouse', 'Lounge', 'Disposal Chutes', 'Conference Room']"
x6q2p0q,Outdoor Space,"['Gated', 'Courtyard', 'Grill', 'Balcony']"
x6q2p0q,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Putting Greens']"
x6q2p0q,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Smoke Free', 'Cable Ready', 'Storage Units', 'Tub/Shower', 'Framed Mirrors']"
x6q2p0q,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Refrigerator', 'Freezer']"
x6q2p0q,Living Space,"['Hardwood Floors', 'Carpet', 'Vinyl Flooring', 'Dining Room', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
x6q2p0q,Security,"['Controlled Access', 'Property Manager on Site', 'Concierge']"
lf299ze,Unique Features,"['Abundant Storage with Entry/Coat Closet*', 'Bike Maintenance and Storage', 'Large Islands*', 'Large Under-Mount Single-Bowl Stainless Steel Sinks', 'Subway Tiled Showers with Tile Accent*', 'Upscale Vinyl Plank Flooring Throughout']"
lf299ze,Pet Policy,"['Dogs Allowed', 'Comments: A ""home of comfort"" often includes the comfort of a loving pet. Our community is pet-friendly & offers pet perks for our four-legged residents. Pets must be commonly recognized as an accepted domestic pet and must be spayed or neutered. Res $20 Monthly Pet Rent', '$600 Fee', '70 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '$20 Monthly Pet Rent', '$600 Fee', '70 lb Weight Limit', '2 Pet Limit']"
lf299ze,Property Information,"['Built in 2020', '319 Units/4 Stories']"
lf299ze,Lease Length,"['6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months']"
lf299ze,Services,"['Package Service', 'Car Charging Station']"
lf299ze,Interior,"['Business Center', 'Clubhouse', 'Storage Space']"
lf299ze,Outdoor Space,['Sundeck']
lf299ze,Fitness & Recreation,"['Fitness Center', 'Pool']"
lf299ze,Features,"['Washer/Dryer - In Unit', 'Ceiling Fans']"
lf299ze,Kitchen,"['Granite Countertops', 'Stainless Steel Appliances', 'Kitchen']"
4pjtj1h,Unique Features,"['*Select homes', ""1/8th mile running track elevated 100' above street level"", 'Bluetooth speakers*', 'Clubroom with gaming area, ping pong, and big screens', 'Condominium-quality interior finishes ??? including light grain 42-inch wood cabinetry, stone counte', 'Condominium-quality interior finishes â including light grain 42-inch wood cabinetry, stone count...', 'Condominium-quality interior finishes â including light grain 42-inch wood cabinetry, stone counters', 'Extra large closets', 'Fitness on demand', 'Gate access stickers - eliminating remote use', 'HUB kiosk', 'Individual Climate Control', 'In-home washers and dryers', 'Internet-enabled fitness equipment featuring all social media, On Demand TV and YouTube', 'Keyless entry system using fobs or smartphone', 'Mirror mounted bathroom faucets*', 'Multiple indoor and outdoor bar areas', 'Multiple outdoor lounges', 'Murphy beds available in select studios', 'Nest Learning Thermostats', 'One block from MARTA rail', 'Other', 'Package and 24-hour concierge', 'Penthouse homes', 'Recycling trash chute', 'Resident storage rooms available', 'Rooftop pooch park and grooming station', 'Scenic sky lounge', 'Smart studio, one-, two-, and three-bedroom floor plans', 'Steps to Whole Foods Market', 'Tech-enabled living with electronic locks and Google Fiber hook-ups', 'Toe kick lighting*', 'Under cabinet lighting*', 'Walking distance to Midtown???s best restaurants, shops, and attractions', '""']"
4pjtj1h,Pet Policy,"['Dogs Allowed', 'Comments: Dog $10 Monthly Pet Rent', '$350 Fee', '2 Pet Limit', 'Cats Allowed', 'Comments: Cat $10 Monthly Pet Rent', '$350 Fee', '2 Pet Limit']"
4pjtj1h,Property Information,"['Built in 2017', '435 Units/29 Stories', 'Energy Star Rated']"
4pjtj1h,Lease Length,"['7 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 months']"
4pjtj1h,Services,"['24 Hour Availability', 'On-Site Retail', 'Guest Apartment', 'Car Charging Station', 'Key Fob Entry']"
4pjtj1h,Interior,"['Elevator', 'Business Center', 'Conference Room']"
4pjtj1h,Fitness & Recreation,"['Fitness Center', 'Pool', 'Bike Storage']"
4pjtj1h,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Heating']"
4pjtj1h,Kitchen,"['Kitchen', 'Range']"
4pjtj1h,Outdoor Space,"['Lawn', 'Grill']"
zwcyjly,Unique Features,"['Art Wall', 'Artisan tile backsplash', 'City View', 'Closet Upgrade', 'Convenient, secured package locker room with refrigeration and 24-hour access', 'Corner unit', 'Courtyard view', 'Dedicated yoga and spin room', 'Desk', 'Electronic smart outlet', 'Elfa closets in select homes', 'Fast and easy access to I-285 and GA-400 via the Glenridge Connector', 'Grey quartz counter tops', 'Large soaking tub or walk-in shower', 'Low flow plumbing fixtures', 'Modern drop-in work space with boutique coffee bar featuring Land of a Thousand Hills coffee', 'National Green Building Standard (NGBS) certified Bronze community', 'Nest Thermostats', 'Park View', 'Plank flooring', 'Rectangular under mounted sinks', 'Soft close drawers', 'Terrace Level', 'Top Floor', 'USB outlets', 'White shaker style cabinets']"
zwcyjly,Pet Policy,"['Dogs and Cats Allowed', '$15 Monthly Pet Rent', '$300 Fee', '100 lb Weight Limit', '2 Pet Limit', 'Other Pets Allowed:', 'Restrictions: Even your pet can live in the lap of luxury with our well-maintained outdoor dog run and deluxe pet washing space. 100 lb Weight Limit']"
zwcyjly,Parking,"['Covered', '1 space per person on lease. Please call our leasing office for parking policy.']"
zwcyjly,Property Information,"['Built in 2018', '320 Units/5 Stories']"
zwcyjly,Lease Length,"['1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months']"
zwcyjly,Services,"['Maintenance on site', 'Pet Washing Station']"
zwcyjly,Interior,"['Elevator', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Breakfast/Coffee Concierge']"
zwcyjly,Outdoor Space,"['Courtyard', 'Grill', 'Balcony', 'Patio']"
zwcyjly,Fitness & Recreation,"['Fitness Center', 'Pool']"
zwcyjly,Features,"['Washer/Dryer - In Unit', 'Air Conditioning', 'Double Vanities', 'Fireplace', 'Wheelchair Accessible (Rooms)']"
zwcyjly,Kitchen,"['Dishwasher', 'Disposal', 'Island Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
zwcyjly,Living Space,"['Hardwood Floors', 'Carpet', 'Family Room']"
zwcyjly,Security,['Property Manager on Site']
bp1p51b,Unique Features,"['Bike repair shop and storage', 'Breatheasy?? smokefree community -- inside and out', 'Bronze plumbing fixtures', 'Curated artwork throughout community', 'Double-vanities*', 'Furniture-style bathroom cabinetry', 'Industrial chic lighting and cabinet hardware', 'Library (Rooms)', 'National Green Building Standard certified', 'Other', 'Stand-up showers with frameless glass doors*', 'Two designer finish packages to choose from']"
